,tweet_id,timestamp,favorites,retweets,text,rating,name,prediction,confidence,dog_or_not,doggo,floofer,pupper,puppo,source
18,888554962724278272,2017-07-22 00:23:06+00:00,20290,3732,This is Ralphus. He's powering up. Attempting maximum borkdrive.,1.3,Ralphus,Siberian_husky,0.700377,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
19,888078434458587136,2017-07-20 16:49:33+00:00,22201,3653,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.,1.2,Gerald,French_bulldog,0.995026,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
20,887705289381826560,2017-07-19 16:06:48+00:00,30779,5609,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.,1.3,Jeffrey,Basset,0.821664,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
21,887517139158093824,2017-07-19 03:39:09+00:00,46959,12082,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.,1.4,such,Limousine,0.130432,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
22,887473957103951883,2017-07-19 00:47:34+00:00,69871,18781,This is Canela. She attempted some fancy porch pics. They were unsuccessful.,1.3,Canela,Pembroke,0.809197,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
23,887343217045368832,2017-07-18 16:08:03+00:00,34222,10737,You may not have known you needed to see this today.,1.3,,Mexican_hairless,0.330741,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
24,887101392804085760,2017-07-18 00:07:08+00:00,31061,6167,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...,1.2,,Samoyed,0.733942,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
25,886983233522544640,2017-07-17 16:17:36+00:00,35859,8084,This is Maya. She's very shy. Rarely leaves her cup.,1.3,Maya,Chihuahua,0.793469,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
26,886736880519319552,2017-07-16 23:58:41+00:00,12306,3443,This is Mingus. He's a wonderful father to his smol pup. Confirmed,1.3,Mingus,Kuvasz,0.309706,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
27,886680336477933568,2017-07-16 20:14:00+00:00,22798,4610,This is Derek. He's late for a dog meeting.,1.3,Derek,Convertible,0.738995,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
28,886366144734445568,2017-07-15 23:25:31+00:00,21524,3316,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.,1.2,Roscoe,French_bulldog,0.999201,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
29,886258384151887873,2017-07-15 16:17:19+00:00,28469,6523,This is Waffles. His doggles are pupside down. Unsure how to fix.,1.3,Waffles,Pug,0.943575,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
30,885984800019947520,2017-07-14 22:10:11+00:00,33382,7097,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.,1.2,Jimbo,Blenheim_spaniel,0.972494,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
31,885528943205470208,2017-07-13 15:58:47+00:00,36689,6683,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.,1.3,Maisey,Pug,0.369275,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
32,885167619883638784,2017-07-12 16:03:00+00:00,22367,4556,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,1.3,,Malamute,0.8124819999999999,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
33,884925521741709313,2017-07-12 00:01:00+00:00,68152,16439,This is Earl. He found a hat. Nervous about what you think of it.,1.2,Earl,Italian_greyhound,0.259916,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
34,884876753390489601,2017-07-11 20:47:12+00:00,28514,6096,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.,1.3,Lola,Chow,0.822103,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
35,884562892145688576,2017-07-11 00:00:02+00:00,24765,5100,This is Kevin. He's just so happy.,1.3,Kevin,Pug,0.5464060000000001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
36,884441805382717440,2017-07-10 15:58:53+00:00,27478,5856,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.",1.4,,Pembroke,0.993225,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
37,884162670584377345,2017-07-09 21:29:42+00:00,20771,3128,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.,1.2,Yogi,German_shepherd,0.707046,True,doggo,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
38,883838122936631299,2017-07-09 00:00:04+00:00,22349,3586,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.,1.2,Noah,Doberman,0.610946,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
39,883482846933004288,2017-07-08 00:28:19+00:00,46860,10407,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. .",0.5,Bella,Golden_retriever,0.943082,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
40,883360690899218434,2017-07-07 16:22:55+00:00,22986,3825,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.,1.3,Grizzwald,Chow,0.987997,True,None,floofer,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
41,883117836046086144,2017-07-07 00:17:54+00:00,37914,6949,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...",1.3,,Golden_retriever,0.949562,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
42,882992080364220416,2017-07-06 15:58:11+00:00,24445,4122,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.,1.3,Rusty,Eskimo_dog,0.466778,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
43,882762694511734784,2017-07-06 00:46:41+00:00,28903,5134,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.,1.2,Gus,Labrador_retriever,0.85005,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
44,882627270321602560,2017-07-05 15:48:34+00:00,28382,6342,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.,1.3,Stanley,Pembroke,0.542982,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
45,882268110199369728,2017-07-04 16:01:23+00:00,45880,12118,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.,1.3,Alfy,Golden_retriever,0.762211,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
46,882045870035918850,2017-07-04 01:18:17+00:00,29900,5203,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.",1.3,Koko,Web_site,0.949591,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
47,881906580714921986,2017-07-03 16:04:48+00:00,24773,3533,This is Rey. He's a Benebop Cumberfloof.,1.2,Rey,Weimaraner,0.291539,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
48,881666595344535552,2017-07-03 00:11:11+00:00,51522,11099,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.,1.3,Gary,Saluki,0.529012,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
49,881536004380872706,2017-07-02 15:32:16+00:00,50199,16570,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.,1.4,a,Samoyed,0.281463,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
50,881268444196462592,2017-07-01 21:49:04+00:00,23501,5358,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada.,1.2,Elliot,Tusker,0.473303,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
51,880935762899988482,2017-06-30 23:47:07+00:00,17346,2886,This is Louis. He's crossing. It's a big deal.,1.3,Louis,Street_sign,0.251801,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
52,880872448815771648,2017-06-30 19:35:32+00:00,21734,3989,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,1.2,,Pembroke,0.791416,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
53,880465832366813184,2017-06-29 16:39:47+00:00,29075,6546,This is Bella. She had her first beach experience this morning. Complete success.,1.2,Bella,Golden_retriever,0.913255,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
54,880221127280381952,2017-06-29 00:27:25+00:00,27640,4436,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.,1.2,Jesse,Chihuahua,0.238525,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
55,880095782870896641,2017-06-28 16:09:20+00:00,28150,4533,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,1.1,,Miniature_pinscher,0.120298,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
56,879862464715927552,2017-06-28 00:42:13+00:00,22667,3642,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,1.3,Romeo,Basset,0.813507,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
57,879492040517615616,2017-06-27 00:10:17+00:00,23822,3323,This is Bailey. He thinks you should measure ear length for signs of growth instead.,1.2,Bailey,German_short-haired_pointer,0.479896,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
58,879415818425184262,2017-06-26 19:07:24+00:00,107956,45849,This is Duddles. He did an attempt.,1.3,Duddles,English_springer,0.383404,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
59,879376492567855104,2017-06-26 16:31:08+00:00,17099,3261,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.,1.2,Jack,Tricycle,0.663601,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
60,879050749262655488,2017-06-25 18:56:45+00:00,23022,4941,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.,1.1,Steven,Tabby,0.311861,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
61,879008229531029506,2017-06-25 16:07:47+00:00,19317,2812,This is Beau. That is Beau's balloon. He takes it everywhere.,1.3,Beau,Vizsla,0.960513,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
62,878776093423087618,2017-06-25 00:45:22+00:00,19763,4319,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.,1.3,Snoopy,Italian_greyhound,0.734684,True,None,None,None,puppo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
63,878281511006478336,2017-06-23 16:00:04+00:00,7913,1349,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still",1.3,Shadow,Basset,0.32042,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
64,878057613040115712,2017-06-23 01:10:23+00:00,42876,7181,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.,1.4,Emmy,French_bulldog,0.839097,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
65,877736472329191424,2017-06-22 03:54:17+00:00,71144,17300,This is Aja. She was just told she's a good dog. Suspicions confirmed.,1.3,Aja,Chesapeake_bay_retriever,0.8379559999999999,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
66,877556246731214848,2017-06-21 15:58:08+00:00,23258,3994,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.,1.2,Penny,Basset,0.995368,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
67,877316821321428993,2017-06-21 00:06:44+00:00,27907,5414,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.",1.3,Dante,Saluki,0.5099670000000001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
68,877201837425926144,2017-06-20 16:29:50+00:00,27755,5880,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.,1.2,Nelly,Pembroke,0.93112,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
69,876838120628539392,2017-06-19 16:24:33+00:00,21125,3506,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.,1.2,Ginger,Bloodhound,0.575751,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
70,876484053909872640,2017-06-18 16:57:37+00:00,19163,2511,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.,1.3,Benedict,Golden_retriever,0.874566,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
71,876120275196170240,2017-06-17 16:52:05+00:00,28490,4903,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.",1.3,Venti,Bernese_mountain_dog,0.534327,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
72,875747767867523072,2017-06-16 16:11:53+00:00,25773,4497,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.",1.3,Goose,Labrador_retriever,0.799551,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
73,875144289856114688,2017-06-15 00:13:52+00:00,22185,5081,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both,1.3,Nugget,Siberian_husky,0.245048,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
74,875021211251597312,2017-06-14 16:04:48+00:00,26022,4922,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.,1.2,,West_highland_white_terrier,0.7143189999999999,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
75,874680097055178752,2017-06-13 17:29:20+00:00,28439,4875,Meet Cash. He hath acquired a stick. A very good stick tbh.,1.2,Cash,Labrador_retriever,0.836052,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
76,874296783580663808,2017-06-12 16:06:11+00:00,26651,4308,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.,1.3,Jed,Cocker_spaniel,0.437216,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
77,874057562936811520,2017-06-12 00:15:36+00:00,23134,4125,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...",1.2,,Flat-coated_retriever,0.8321770000000001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
78,874012996292530176,2017-06-11 21:18:31+00:00,35501,11007,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.",1.3,Sebastian,Cardigan,0.806674,True,None,None,None,puppo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
79,873580283840344065,2017-06-10 16:39:04+00:00,24837,4143,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.",1.3,,Newfoundland,0.678537,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
80,873213775632977920,2017-06-09 16:22:42+00:00,7467,1667,This is Sierra. She's one precious pupper. Absolute,1.2,Sierra,Vizsla,0.6197819999999999,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
81,872967104147763200,2017-06-09 00:02:31+00:00,28031,5669,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.,1.2,,Labrador_retriever,0.476913,True,doggo,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
82,872820683541237760,2017-06-08 14:20:41+00:00,15029,3884,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All",1.3,,Pug,0.99912,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
83,872620804844003328,2017-06-08 01:06:27+00:00,21309,3911,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana.,1.3,Monkey,Cocker_spaniel,0.513191,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
84,872486979161796608,2017-06-07 16:14:40+00:00,41606,9429,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys...,1.2,,Pembroke,0.931861,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
85,872261713294495745,2017-06-07 01:19:32+00:00,35085,6649,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here.,1.3,Harry,Labrador_retriever,0.972019,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
86,872122724285648897,2017-06-06 16:07:15+00:00,35324,8549,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still,1.2,Kody,Basketball,0.808396,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
87,871879754684805121,2017-06-06 00:01:46+00:00,39090,11918,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner.,1.3,Lassie,Shetland_sheepdog,0.969171,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
88,871762521631449091,2017-06-05 16:15:56+00:00,20787,3678,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter.,1.2,Rover,Labrador_retriever,0.921393,True,None,None,pupper,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
89,871515927908634625,2017-06-04 23:56:03+00:00,20730,3628,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids.,1.2,Napolean,Komondor,0.974781,True,doggo,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
90,871032628920680449,2017-06-03 15:55:36+00:00,23255,3999,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style.",1.3,Boomer,Kelpie,0.3980530000000001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
91,870804317367881728,2017-06-03 00:48:22+00:00,33791,6393,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe.,1.1,,Home_theater,0.16829000000000002,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
92,870656317836468226,2017-06-02 15:00:16+00:00,12819,2817,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still,1.3,Cody,Pembroke,0.945495,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
93,870374049280663552,2017-06-01 20:18:38+00:00,85011,27680,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it.,1.3,Zoey,Golden_retriever,0.841001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
94,870308999962521604,2017-06-01 16:00:09+00:00,22453,4384,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket.",1.3,Rumble,Greater_swiss_mountain_dog,0.6227520000000001,True,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
95,870063196459192321,2017-05-31 23:43:25+00:00,37771,8840,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still,1.4,Clifford,Comic_book,0.534409,False,None,None,None,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
